# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.046809905585623,2.7177620167206156,180.0,0,3.0,0,0.0,0.0,0.0
 0.060391914854781105,2.0413391305158823,2.7177620167206156,180.0,0.18117574456434332,3.0,0,0.0,0.0,0.0
 0.08532509660946362,2.0358893474185016,2.7177620167206156,180.0,0.2559752898283909,3.0000000000000013,0,0.0,0.0,0.0
 0.1044003136724327,2.0304607673432695,2.7177620167206156,180.0,0.3132009410172982,3.0000000000000013,0,0.0,0.0,0.0
 0.12043339582704071,2.025053601339974,2.7177620167206156,180.0,0.3613001874811222,2.999999999999999,0,0.0,0.0,0.0
 0.13451603405596604,2.0196680604584043,2.7177620167206156,180.0,0.4035481021678982,3.0000000000000018,0,0.0,0.0,0.0
 0.14720858180888607,2.0143043557483478,2.7177620167206156,180.0,0.44162574542665833,3.000000000000002,0,0.0,0.0,0.0
 0.15884417380151614,2.0089626982595936,2.7177620167206156,180.0,0.47653252140454855,3.000000000000002,0,0.0,0.0,0.0
 0.16964002386169053,2.0036432990419306,2.7177620167206156,180.0,0.5089200715850717,2.9999999999999973,0,0.0,0.0,0.0
 0.17974711205928,1.998346369145146,2.7177620167206156,180.0,0.5392413361778401,2.9999999999999947,0,0.0,0.0,0.0
 0.1892754359244642,1.993072119619029,2.7177620167206156,180.0,0.5678263077733926,2.999999999999997,0,0.0,0.0,0.0
 0.19830808366824035,1.9878207615133683,2.7177620167206156,180.0,0.594924251004721,2.999999999999994,0,0.0,0.0,0.0
 0.2069096416436748,1.982592505877952,2.7177620167206156,180.0,0.6207289249310244,2.999999999999997,0,0.0,0.0,0.0
 0.21513149749715807,1.9773875637625684,2.7177620167206156,180.0,0.6453944924914742,3.0000000000000036,0,0.0,0.0,0.0
 0.22301533485183903,1.9722061462170062,2.7177620167206156,180.0,0.669046004555517,2.999999999999993,0,0.0,0.0,0.0
 0.23059552076391146,1.9670484642910537,2.7177620167206156,180.0,0.6917865622917343,3.0,0,0.0,0.0,0.0
 0.23790078681546173,1.9619147290344994,2.7177620167206156,180.0,0.713702360446385,2.9999999999999885,0,0.0,0.0,0.0
 0.24495544368788263,1.9568051514971319,2.7177620167206156,180.0,0.7348663310636477,3.0,0,0.0,0.0,0.0
 0.2517802783604307,1.951719942728739,2.7177620167206156,180.0,0.755340835081292,3.000000000000008,0,0.0,0.0,0.0
 0.2583932297958712,1.9466593137791102,2.7177620167206156,180.0,0.7751796893876135,3.0,0,0.0,0.0,0.0
 0.26480990652112385,1.9416234756980335,2.7177620167206156,180.0,0.7944297195633714,2.9999999999999916,0,0.0,0.0,0.0
 0.2710439891116401,1.9366126395352967,2.7177620167206156,180.0,0.8131319673349202,3.0,0,0.0,0.0,0.0
 0.2771075474070598,1.9316270163406892,2.7177620167206156,180.0,0.8313226422211792,3.0000000000000093,0,0.0,0.0,0.0
 0.2830112935574885,1.9266668171639987,2.7177620167206156,180.0,0.8490338806724653,2.9999999999999907,0,0.0,0.0,0.0
 0.28876478609254397,1.921732253055014,2.7177620167206156,180.0,0.8662943582776318,3.0000000000000098,0,0.0,0.0,0.0
 0.2943765961282697,1.9168235350635234,2.7177620167206156,180.0,0.883129788384809,3.0,0,0.0,0.0,0.0
 0.2998544439627412,1.911940874239316,2.7177620167206156,180.0,0.8995633318882235,3.0,0,0.0,0.0,0.0
 0.3052053122663975,1.9070844816321793,2.7177620167206156,180.0,0.9156159367991924,2.99999999999999,0,0.0,0.0,0.0
 0.3104355405917316,1.902254568291902,2.7177620167206156,180.0,0.9313066217751947,3.0000000000000107,0,0.0,0.0,0.0
 0.31555090483929843,1.897451345268273,2.7177620167206156,180.0,0.9466527145178952,3.0000000000000107,0,0.0,0.0,0.0
 0.3205566845084165,1.8926750236110803,2.7177620167206156,180.0,0.9616700535252495,3.0,0,0.0,0.0,0.0
 0.32545771995300227,1.8879258143701128,2.7177620167206156,180.0,0.9763731598590067,3.0,0,0.0,0.0,0.0
 0.33025846140103154,1.883203928595158,2.7177620167206156,180.0,0.9907753842030946,3.0000000000000115,0,0.0,0.0,0.0
 0.3349630111416459,1.8785095773360054,2.7177620167206156,180.0,1.0048890334249376,2.999999999999988,0,0.0,0.0,0.0
 0.33957516000946464,1.8738429716424427,2.7177620167206156,180.0,1.0187254800283938,2.999999999999988,0,0.0,0.0,0.0
 0.34409841908128946,1.869204322564259,2.7177620167206156,180.0,1.0322952572438682,2.9999999999999756,0,0.0,0.0,0.0
 0.3485360473316745,1.8645938411512422,2.7177620167206156,180.0,1.0456081419950232,2.9999999999999876,0,0.0,0.0,0.0
 0.3528910758599995,1.8600117384531811,2.7177620167206156,180.0,1.0586732275799982,2.9999999999999747,0,0.0,0.0,0.0
 0.35716632919482494,1.855458225519864,2.7177620167206156,180.0,1.0714989875844745,3.000000000000013,0,0.0,0.0,0.0
 0.36136444409537943,1.8509335134010791,2.7177620167206156,180.0,1.084093332286138,2.9999999999999867,0,0.0,0.0,0.0
 0.3654878862005395,1.8464378131466153,2.7177620167206156,180.0,1.0964636586016183,3.0000000000000404,0,0.0,0.0,0.0
 0.369538964819104,1.8419713358062606,2.7177620167206156,180.0,1.1086168944573116,2.9999999999999725,0,0.0,0.0,0.0
 0.3735198461088954,1.8375342924298037,2.7177620167206156,180.0,1.1205595383266858,2.9999999999999862,0,0.0,0.0,0.0
 0.37743256485416454,1.8331268940670333,2.7177620167206156,180.0,1.1322976945624932,2.999999999999986,0,0.0,0.0,0.0
 0.38127903501931115,1.8287493517677373,2.7177620167206156,180.0,1.143837105057933,3.0,0,0.0,0.0,0.0
 0.3850610592308,1.8244018765817045,2.7177620167206156,180.0,1.1551831776923995,3.0000000000000147,0,0.0,0.0,0.0
 0.3887803373173594,1.8200846795587233,2.7177620167206156,180.0,1.1663410119520778,3.000000000000015,0,0.0,0.0,0.0
 0.39243847402027304,1.8157979717485822,2.7177620167206156,180.0,1.1773154220608189,3.000000000000015,0,0.0,0.0,0.0
